Potential duplicates: 362
Abbey Knockmoy (abbey, 120 reviews) <-> Abbey Knockmoy Galway (abbey, 25 reviews)
Pennard Castle (castle, 1230 reviews) <-> Pennard Castle Gower (castle, 2000 reviews)
Pickering Castle (castle, 1560 reviews) <-> Pickering Castle (North Yorkshire) (castle, 2200 reviews)
Picton Castle (castle, 1400 reviews) <-> Picton Castle Gardens (castle, 1600 reviews)
Pluscarden Abbey (abbey, 1400 reviews) <-> Pluscarden Abbey Active (abbey, 1600 reviews)
Portchester Castle (castle, 2800 reviews) <-> Portchester Castle (Roman) (castle, 3000 reviews)
Portencross Castle (castle, 380 reviews) <-> Ross Castle (tower house, 6200 reviews)
Raby Castle (castle, 2890 reviews) <-> Raby Castle Deer Park (castle, 2500 reviews)
Raglan Castle (castle, 3800 reviews) <-> Raglan Castle Great Tower (castle, 5000 reviews)
Rathcroghan (castle, 320 reviews) <-> Rathcroghan Mound (fort, 40 reviews)
Rathcroghan (castle, 320 reviews) <-> Rathcroghan Visitor Centre (castle, 180 reviews)
Ravenscraig Castle (castle, 780 reviews) <-> Ravenscraig Castle (Aberdeenshire) (tower house, 20 reviews)
Ravenscraig Castle (castle, 780 reviews) <-> Ravenscraig Castle (Fife) (castle, 40 reviews)
Ravenscraig Castle (castle, 780 reviews) <-> Ravenscraig Castle Fife (castle, 520 reviews)
Ravenscraig Castle (Aberdeenshire) (tower house, 20 reviews) <-> Ravenscraig Castle (Fife) (castle, 40 reviews)
Ravenscraig Castle (Aberdeenshire) (tower house, 20 reviews) <-> Ravenscraig Castle Fife (castle, 520 reviews)
Ravenscraig Castle (Fife) (castle, 40 reviews) <-> Ravenscraig Castle Fife (castle, 520 reviews)
Ravensworth Castle (castle, 150 reviews) <-> Ravensworth Castle (Yorkshire) (castle, 150 reviews)
Red Castle (castle, 220 reviews) <-> Red Castle (Angus) (castle, 210 reviews)
Red Castle (castle, 220 reviews) <-> Red Castle (Lunan Bay) (castle, 110 reviews)
Rhuddlan Castle (castle, 1670 reviews) <-> Rhuddlan Castle Towers (castle, 1200 reviews)
Roch Castle (castle, 350 reviews) <-> Roch Castle Exterior (castle, 600 reviews)
Ross Castle (tower house, 6200 reviews) <-> Ross Castle (Killarney) (castle, 5000 reviews)
Rougemont Castle (castle, 280 reviews) <-> Rougemont Castle Exeter (castle, 800 reviews)
Ruthin Castle (castle, 1340 reviews) <-> Ruthin Castle Grounds (castle, 450 reviews)
Sandal Castle (castle, 520 reviews) <-> Sandal Castle Park (castle, 400 reviews)
Scalloway Castle (castle, 450 reviews) <-> Scalloway Castle Restored (castle, 620 reviews)
Scattery Island (monastic site, 68 reviews) <-> Scattery Island Monastic Site (abbey, 200 reviews)
Scotney Castle (castle, 3200 reviews) <-> Scotney Castle (Kent) (castle, 6000 reviews)
Scotstarvit Tower (tower house, 120 reviews) <-> Scotstarvit Tower View (castle, 280 reviews)
Seir Kieran Monastery (monastery, 22 reviews) <-> Seir Kieran Monastic Site (abbey, 35 reviews)
Shankill Castle (tower house, 120 reviews) <-> Shankill Castle Kilkenny (castle, 20 reviews)
Sizergh Castle (castle, 1800 reviews) <-> Sizergh Castle (Kendal) (castle, 2500 reviews)
Skipness Castle (castle, 560 reviews) <-> Skipness Castle Chapel (castle, 420 reviews)
Snape Castle (castle, 150 reviews) <-> Snape Castle (Bedale) (castle, 100 reviews)
South Wingfield Manor (castle, 580 reviews) <-> Wingfield Manor (fortified house, 520 reviews)
Stokesay Castle (fortified house, 3200 reviews) <-> Stokesay Castle (Shropshire) (castle, 3500 reviews)
Stradbally Castle (tower house, 45 reviews) <-> Stradbally Castle Waterford (tower house, 20 reviews)
Swiss Cottage (castle, 780 reviews) <-> Swiss Cottage Cahir (castle, 350 reviews)
Thomastown Castle (castle, 14 reviews) <-> Thomastown Castle Tipperary (castle, 10 reviews)
Tintern Abbey (abbey, 7500 reviews) <-> Tintern Abbey (Ireland) (abbey, 980 reviews)
Tintern Abbey (abbey, 7500 reviews) <-> Tintern Abbey Ireland (Main) (abbey, 52 reviews)
Tintern Abbey (abbey, 7500 reviews) <-> Tintern Abbey Wexford (abbey, 350 reviews)
Tintern Abbey (Ireland) (abbey, 980 reviews) <-> Tintern Abbey Ireland (Main) (abbey, 52 reviews)
Tintern Abbey (Ireland) (abbey, 980 reviews) <-> Tintern Abbey Wexford (abbey, 350 reviews)
Tintern Abbey Ireland (Main) (abbey, 52 reviews) <-> Tintern Abbey Wexford (abbey, 350 reviews)
Tioram Castle (castle, 1800 reviews) <-> Tioram Castle Loch (castle, 1200 reviews)
Tioram Castle (castle, 1800 reviews) <-> Tioram Castle Viewpoint (castle, 2800 reviews)
Tioram Castle Loch (castle, 1200 reviews) <-> Tioram Castle Viewpoint (castle, 2800 reviews)
Tomen y Mur (fort, 75 reviews) <-> Tomen y Mur Fort (fort, 280 reviews)
Tower of Hallbar (castle, 120 reviews) <-> Tower of London (castle, 12450 reviews)
Tretower Court (historic-house, 1200 reviews) <-> Tretower Court & Castle (castle, 1560 reviews)
Tretower Court (historic-house, 1200 reviews) <-> Tretower Court and Castle (castle, 680 reviews)
Tretower Court & Castle (castle, 1560 reviews) <-> Tretower Court and Castle (castle, 680 reviews)
Trim Castle (castle, 5200 reviews) <-> Trim Castle Barbican (castle, 4200 reviews)
Tully Castle (fortified house, 780 reviews) <-> Tully Castle Kildare (castle, 15 reviews)
Tutbury Castle (castle, 1560 reviews) <-> Tutbury Castle (Staffordshire) (castle, 2000 reviews)
Usk Castle (castle, 380 reviews) <-> Usk Castle Gardens (castle, 550 reviews)
Valle Crucis Abbey (abbey, 2400 reviews) <-> Valle Crucis Fishpond (abbey, 300 reviews)
White Castle (castle, 1200 reviews) <-> White Castle Monmouthshire (castle, 600 reviews)
Whittington Castle (castle, 720 reviews) <-> Whittington Castle (Shropshire) (castle, 800 reviews)
Wigmore Castle (castle, 560 reviews) <-> Wigmore Castle (Herefordshire) (castle, 600 reviews)
Wilton Castle (castle, 200 reviews) <-> Wilton Castle (Herefordshire) (castle, 100 reviews)
Wiston Castle (castle, 150 reviews) <-> Wiston Castle Mound (castle, 180 reviews)
Wolvesey Castle (palace, 780 reviews) <-> Wolvesey Castle (Palace) (castle, 800 reviews)
